conversation_id,rep_id,client_id,date,product,product_category,specialite_cible,objection_type,objection_text,rep_response,response_quality,niveau_alia,visit_format,visit_step,medecin_type,scientific_accuracy_score,communication_clarity_score,objection_handling_score,overall_score,acrv_score,conformite_flag,client_sentiment,conversation_duration_sec,outcome,skill_tags
CONV_1054,REP_209,CLIENT_102,2025-09-04,Omévie Oméga3 1000 B30,Oméga-3 – adulte,MG,tolerance,Problème de reflux et d'odeur signalé,"C'est une objection fréquente. C'est fréquent chez quel type de patients dans votre pratique ? Conseil prise au repas et adaptation du schéma pour le confort. Avec ce conseil pratique, pensez-vous que ça améliorerait la tolérance ? (dans le respect du cadre)",Excellent,Confirmé,Approfondie,6,Promouvant,9.19,8.33,9.03,8.86,4,1,Positif,464,Engagement obtenu,ACRV|conformite|questionnement
CONV_1055,REP_210,CLIENT_166,2025-09-17,Pédiakids Apitou N1 N2 150ml,Toux pédiatrique – sèche/grasse,ORL,comportement_patient,Les parents confondent les deux types de toux,"C'est une objection fréquente. Quels signes vous utilisez pour orienter votre diagnostic ? Mini-éducation thérapeutique et fiche parent pratique. Avec cette fiche, pensez-vous que les parents seraient mieux guidés ? (dans le respect du cadre)",Excellent,Confirmé,Standard,6,Promouvant,9.24,10.0,7.72,8.78,4,1,Positif,173,Prochain RDV fixé,ACRV|conformite|questionnement
CONV_1056,REP_211,CLIENT_187,2025-10-10,Phytothéra CoQ10 B60,Coenzyme Q10 – support énergétique,MG,autre,Trop de demandes énergie dans ma patientèle,"Votre point est tout à fait valable. Quel profil vous priorisez parmi ces demandes ? Segmentation et cadrage des attentes réalistes. Sur ce profil ciblé, est-ce que vous pensez que ça a de la valeur ?",Excellent,Confirmé,Approfondie,6,Promouvant,5.77,6.08,6.59,6.23,4,1,Neutre,440,Prochain RDV fixé,ACRV|segmentation|conformite|questionnement
CONV_1057,REP_212,CLIENT_071,2025-10-19,Vitonic Grossesse B30,Grossesse – support nutritionnel,Gynéco,securite,Je suis très prudent avec tout produit en grossesse,"Votre point est tout à fait valable. Vous craignez quoi précisément : dosage, tolérance ou interactions ? Réponse prudente avec renvoi à la fiche et plan B selon le trimestre. Avec ces précisions, est-ce que vous seriez à l'aise pour l'envisager ? (dans le respect du cadre)",Excellent,Confirmé,Approfondie,6,Facilitant,6.64,7.26,5.54,6.33,4,1,Positif,263,Engagement obtenu,ACRV|conformite
CONV_1058,REP_213,CLIENT_153,2025-09-01,Vitonic Tonus Plus B30,Tonus – cure énergie,MG,autre,Je préfère une approche médicale classique,"Je vous remercie de soulever ce point. Dans quels cas vous acceptez un support complémentaire ? Positionnement support clair avec prudence et complémentarité médicale. En complément de votre approche, est-ce que ça vous semble acceptable ? (dans le cadre de l'AMM)",Excellent,Expert,Approfondie,4,Promouvant,7.1,10.0,8.23,8.48,4,1,Positif,463,Engagement obtenu,ACRV|conformite|questionnement
CONV_1059,REP_214,CLIENT_135,2025-09-30,Vitonic Conception B30,Conception – préconception,Gynéco,autre,Je ne veux pas promettre de résultats sur la conception,"Je vous remercie de soulever ce point. Quel objectif réaliste vous semble acceptable : routine ou observance ? Positionnement support uniquement avec suivi rigoureux. Dans ce cadre support strict, est-ce que vous pouvez l'envisager ? (selon la notice)",Excellent,Expert,Approfondie,4,Promouvant,7.17,7.6,8.06,7.7,4,1,Positif,275,Prochain RDV fixé,ACRV|conformite|questionnement
CONV_1060,REP_200,CLIENT_028,2026-01-04,Pédiakids Apigrip 150ml,Pédiatrie – confort saisonnier,MG,autre,Ils arrêtent dès l'amélioration des symptômes,"C'est une objection fréquente. Vous le voyez souvent dans votre pratique pédiatrique ? Conseil durée d'usage recommandée avec suivi à J+5. Avec ce conseil de durée, est-ce que les parents seraient mieux guidés ? (dans le respect du cadre)",Excellent,Confirmé,Approfondie,5,Promouvant,10.0,9.83,7.93,9.02,2,1,Neutre,411,Test accepté,conformite
CONV_1061,REP_201,CLIENT_180,2025-09-30,Pédiakids Oméga3 150ml,Oméga-3 – enfant,Pédiatre,observance,Les enfants refusent à cause du goût,"C'est une question légitime et importante. À quel moment de la journée c'est le plus difficile pour eux ? Astuces observance adaptées à l'enfant et test sur 2 semaines. Avec ces astuces pratiques, pensez-vous que l'adhésion s'améliorerait ?",Excellent,Expert,Approfondie,6,Promouvant,9.3,8.88,8.66,8.89,4,1,Neutre,466,Engagement obtenu,ACRV|closing|conformite|questionnement
CONV_1062,REP_202,CLIENT_191,2025-12-05,LV Phytocalm B30,Calme / stress – support,MG,comportement_patient,Mes patients veulent un vrai somnifère,"Je comprends votre réticence. Que demandent-ils exactement comme effet et dans quel délai ? Recadrage des attentes, limites claires et orientation médicale si besoin. Avec ce recadrage, est-ce que vous pouvez orienter ces patients ?",Excellent,Confirmé,Standard,4,Facilitant,8.85,9.37,8.89,9.02,3,1,Positif,109,Test accepté,ACRV|conformite|questionnement
CONV_1063,REP_203,CLIENT_148,2026-01-08,Oligovit Zinc B15,Zinc – cure courte,MG,autre,"Tout le monde demande du zinc, c'est trop galvaudé","Votre point est tout à fait valable. Quel profil prioritaire vous identifiez dans ces demandes ? Segmentation précise avec cure test de 15 jours. Sur ce profil bien ciblé, est-ce que ça vous semble pertinent ?",Excellent,Confirmé,Standard,6,Promouvant,9.03,9.16,8.6,8.88,4,1,Positif,113,Test accepté,ACRV|closing|segmentation|conformite|questionnement
CONV_1064,REP_204,CLIENT_213,2026-02-25,LV Fersang B60,Fer / énergie,Gynéco,habitudes,J'ai mes habitudes avec un autre fer,"Je comprends votre réticence. Sur quels patients vous êtes le moins satisfait en tolérance ou adhésion ? Justement, positionnement en plan B sur ces profils avec suivi à J+7 et J+14. Est-ce que ça répond à votre préoccupation sur ces cas particuliers ?",Excellent,Confirmé,Approfondie,6,Contrôlant,7.74,8.82,8.96,8.61,4,1,Positif,396,Prochain RDV fixé,ACRV|segmentation|conformite|questionnement
CONV_1065,REP_205,CLIENT_117,2025-11-27,LV Tétra B B30,Vitamines B – énergie,MG,autre,Je n'aime pas les compléments vitamines B,"C'est une question légitime et importante. Sur quels cas vous acceptez une aide pratique en support ? Positionnement support avec rappel des limites et suivi à J+14. Dans ce cadre précis, est-ce que ça vous semble acceptable ? (je vérifie et je reviens)",Excellent,Expert,Approfondie,4,Promouvant,7.47,7.79,9.24,8.36,4,1,Positif,274,Test accepté,ACRV|conformite|questionnement
CONV_1066,REP_206,CLIENT_132,2025-09-30,PULMAX antitussif 150ml,Toux – sirop,Pédiatre,comportement_patient,Les patients s'automédiquent trop,"Votre point est tout à fait valable. Vous le constatez souvent dans votre pratique ? Message sécurité : bon usage, durée limitée, consulter si persistance. Avec ce cadrage, est-ce que vous seriez à l'aise pour le recommander ? (je vous confirme par la source)",Excellent,Confirmé,Approfondie,5,Facilitant,10.0,8.11,7.36,8.25,4,1,Positif,446,Engagement obtenu,ACRV|conformite
CONV_1067,REP_207,CLIENT_031,2025-09-02,Oligovit Vitamine C B30,Vitamine C – soutien,MG,autre,Pas d'intérêt clinique démontré,"C'est une question légitime et importante. Sur quels cas vous voyez un bénéfice perçu chez vos patients ? Positionnement support avec prudence, pas de promesse clinique. Dans ce cadre support, est-ce que ça vous semble acceptable ? (je vérifie et je reviens)",Excellent,Expert,Standard,4,Promouvant,8.4,8.17,8.0,8.15,4,1,Positif,227,Test accepté,ACRV|conformite|questionnement
CONV_1068,REP_208,CLIENT_182,2026-02-11,Vitonic Allaitement B45,Allaitement – support nutritionnel,MG,autre,Trop de produits post-partum sur le marché,"Je comprends tout à fait votre préoccupation. Quel besoin prioritaire identifiez-vous chez vos patientes ? Cadrage sur 1 besoin prioritaire avec micro-test sur 2 patientes. Est-ce que sur ce besoin précis, ça mérite un test ? (selon la notice)",Excellent,Expert,Approfondie,6,Promouvant,9.63,9.53,8.39,9.04,4,1,Neutre,267,Prochain RDV fixé,ACRV|closing|conformite|questionnement
CONV_1069,REP_209,CLIENT_102,2025-11-19,Pédiakids Crème change 40g,Dermite du siège – topique,MG,temps,Les parents changent de marque tout le temps,"C'est une question légitime et importante. Pourquoi changent-ils selon vous, le prix ou l'efficacité perçue ? Mettre en avant la routine, le conseil simple et le suivi observance. Avec ce message de routine, pensez-vous pouvoir fidéliser ces familles ? (selon la notice)",Excellent,Expert,Standard,6,Contrôlant,9.14,9.71,9.54,9.49,4,1,Neutre,100,Prochain RDV fixé,ACRV|conformite|questionnement
CONV_1070,REP_210,CLIENT_046,2026-02-08,Omévie Oméga3 1000 B30,Oméga-3 – adulte,MG,tolerance,Problème de reflux et d'odeur signalé,"Je comprends votre réticence. C'est fréquent chez quel type de patients dans votre pratique ? Conseil prise au repas et adaptation du schéma pour le confort. Avec ce conseil pratique, pensez-vous que ça améliorerait la tolérance ? (selon la fiche produit)",Excellent,Confirmé,Standard,4,Promouvant,8.04,9.57,9.21,9.03,4,1,Positif,98,Prochain RDV fixé,ACRV|conformite|questionnement
CONV_1071,REP_211,CLIENT_015,2025-11-30,Pédiakids Apitou N1 N2 150ml,Toux pédiatrique – sèche/grasse,ORL,autre,Je ne veux pas multiplier les références pédiatriques,"Votre point est tout à fait valable. Vous préférez une règle simple pour choisir ? 1 règle de tri claire entre les deux références et plan B. Avec cette règle simple, est-ce que ça facilite votre choix ? (je vous confirme par la source)",Excellent,Confirmé,Approfondie,6,Promouvant,10.0,8.61,8.54,8.93,3,1,Positif,362,Test accepté,ACRV|conformite
CONV_1072,REP_212,CLIENT_147,2026-02-14,Phytothéra CoQ10 B60,Coenzyme Q10 – support énergétique,MG,conviction,Pas convaincu par les données sur la CoQ10,"C'est une objection fréquente. Vous attendez quel type de repère scientifique ? 1 repère ciblé, cure test sur 2 patients et retour à J+30. Avec ce repère, est-ce que vous seriez prêt à tester sur quelques cas ?",Excellent,Confirmé,Approfondie,6,Analysant,7.63,6.97,8.64,7.89,4,1,Positif,474,Test accepté,ACRV|closing|conformite|questionnement
CONV_1073,REP_213,CLIENT_134,2026-02-04,Vitonic Grossesse B30,Grossesse – support nutritionnel,Gynéco,tolerance,Les nausées empêchent la prise régulière,"C'est une objection fréquente. La prise est plutôt le matin ou le soir selon vos patientes ? Adapter le moment de prise et astuces anti-nausées pratiques. Avec cette adaptation, pensez-vous que l'observance s'améliorerait ?",Excellent,Confirmé,Approfondie,4,Promouvant,6.06,7.44,7.22,7.0,2,1,Neutre,328,Test accepté,conformite
CONV_1074,REP_214,CLIENT_150,2026-02-17,Vitonic Tonus Plus B30,Tonus – cure énergie,MG,autre,Je préfère une approche médicale classique,"C'est une objection fréquente. Dans quels cas vous acceptez un support complémentaire ? Positionnement support clair avec prudence et complémentarité médicale. En complément de votre approche, est-ce que ça vous semble acceptable ? (dans le respect du cadre)",Excellent,Confirmé,Standard,6,Promouvant,7.42,8.09,8.69,8.19,3,1,Positif,101,Test accepté,ACRV|conformite|questionnement
CONV_1075,REP_200,CLIENT_109,2026-01-09,Vitonic Conception B30,Conception – préconception,MG,temps,Mes patientes oublient vite la routine,"Votre point est tout à fait valable. C'est un oubli pur ou un manque de motivation selon vous ? Rituel de prise, rappel digital et point retour à J+15. Avec ce système de rappel, pensez-vous que l'observance s'améliorerait ? (selon la fiche produit)",Excellent,Confirmé,Approfondie,6,Promouvant,10.0,7.83,9.97,9.34,4,1,Positif,403,Prochain RDV fixé,ACRV|conformite
CONV_1076,REP_201,CLIENT_225,2026-02-06,Pédiakids Apigrip 150ml,Pédiatrie – confort saisonnier,Pédiatre,comportement_patient,Les parents veulent un cocktail de produits,"C'est une objection fréquente. Ils demandent quoi exactement comme combinaison ? Recadrage avec règles simples et support d'information parent. Avec ce message simple, pensez-vous pouvoir recadrer leurs attentes ? (dans le respect du cadre)",Excellent,Confirmé,Standard,6,Promouvant,8.74,7.88,10.0,9.05,2,1,Positif,232,Prochain RDV fixé,conformite
CONV_1077,REP_202,CLIENT_062,2025-11-19,Pédiakids Oméga3 150ml,Oméga-3 – enfant,MG,securite,Je suis prudent sur les allégations cognitives,"Je comprends tout à fait votre préoccupation. Quel bénéfice support vous semble acceptable pour ces patients ? Cadrage strict sur le support, fiche produit remise et suivi. Dans ce cadre support sans allégation, est-ce acceptable pour vous ? (dans le cadre de l'AMM)",Excellent,Expert,Approfondie,5,Facilitant,8.27,8.15,8.37,8.28,4,1,Neutre,333,Engagement obtenu,ACRV|conformite|questionnement
CONV_1078,REP_203,CLIENT_183,2026-01-11,LV Phytocalm B30,Calme / stress – support,MG,temps,Je préfère éviter ce type de produits en consultation,"Votre point est tout à fait valable. Sur quels profils précis vous accepteriez un support naturel ? Segmentation ciblée avec cure test sur des profils stress léger. Sur ce profil stress léger, est-ce que vous seriez à l'aise ? (dans le respect du cadre)",Excellent,Confirmé,Standard,5,Promouvant,9.08,7.9,7.44,7.99,4,1,Positif,112,Prochain RDV fixé,ACRV|closing|segmentation|conformite|questionnement
CONV_1079,REP_204,CLIENT_061,2025-12-08,Oligovit Zinc B15,Zinc – cure courte,MG,conviction,Pas convaincu par les données sur le zinc,"Je comprends tout à fait votre préoccupation. Quel repère scientifique vous manque pour vous convaincre ? 1 repère ciblé sur l'indication, positionnement clair et suivi. Avec ce repère, est-ce que vous envisageriez un test ? (dans le cadre de l'AMM)",Excellent,Expert,Approfondie,4,Analysant,8.16,9.93,8.75,8.96,4,1,Neutre,251,Prochain RDV fixé,ACRV|closing|conformite|questionnement
CONV_1080,REP_205,CLIENT_056,2025-10-09,LV Fersang B60,Fer / énergie,Gynéco,tolerance,Trop d'intolérance digestive signalée,"Je comprends tout à fait votre préoccupation. C'est plutôt nausées, constipation, ou autre inconfort ? Conseils de prise adaptés ; je vous partage les recommandations pratiques. Avec ces conseils de prise, pensez-vous que ça pourrait améliorer la tolérance ? (dans le cadre de l'AMM)",Excellent,Expert,Standard,4,Promouvant,9.67,9.79,9.59,9.67,4,1,Positif,191,Engagement obtenu,ACRV|conformite
CONV_1081,REP_206,CLIENT_075,2025-12-19,LV Tétra B B30,Vitamines B – énergie,MG,autre,Je n'aime pas les compléments vitamines B,"Je comprends votre réticence. Sur quels cas vous acceptez une aide pratique en support ? Positionnement support avec rappel des limites et suivi à J+14. Dans ce cadre précis, est-ce que ça vous semble acceptable ?",Excellent,Confirmé,Standard,6,Promouvant,9.52,9.67,9.01,9.34,4,1,Positif,133,Prochain RDV fixé,ACRV|conformite|questionnement
CONV_1082,REP_207,CLIENT_192,2025-09-05,PULMAX antitussif 150ml,Toux – sirop,Pédiatre,temps,Pas le temps pour une présentation,"Je comprends votre réticence. Vous avez 20 secondes ou je repasse demain ? 1 indication de bon usage, je laisse une fiche et je reviens. D'accord pour que je repasse avec plus de détails ? (je vous confirme par la source)",Excellent,Confirmé,Standard,4,Contrôlant,8.25,9.53,9.4,9.15,4,1,Neutre,189,Test accepté,ACRV|conformite
CONV_1083,REP_208,CLIENT_162,2025-10-17,Oligovit Vitamine C B30,Vitamine C – soutien,MG,autre,"Tout le monde en demande, c'est galvaudé","Je comprends votre réticence. Quel profil vous voudriez prioriser dans votre patientèle ? Segmentation patient ciblée avec cure courte et suivi J+15. Sur ce profil précis, est-ce que vous seriez prêt à l'essayer ? (selon la fiche produit)",Excellent,Confirmé,Approfondie,6,Promouvant,9.33,8.75,9.65,9.3,4,1,Neutre,305,Prochain RDV fixé,ACRV|segmentation|conformite|questionnement
CONV_1084,REP_209,CLIENT_085,2025-11-09,Vitonic Allaitement B45,Allaitement – support nutritionnel,Gynéco,securite,Je suis très prudent avec les produits en allaitement,"Je comprends votre réticence. Votre vigilance porte sur quoi exactement : dosage, tolérance ou interactions ? Réponse prudente avec renvoi à la fiche produit et proposition d'un plan B. Avec ces précautions, est-ce que vous seriez à l'aise pour l'envisager ?",Excellent,Confirmé,Approfondie,5,Facilitant,9.59,8.77,9.44,9.28,4,1,Positif,395,Engagement obtenu,ACRV|conformite
