conversation_id,rep_id,client_id,date,product,objection_type,objection_text,rep_response,response_quality,scientific_accuracy_score,communication_clarity_score,objection_handling_score,overall_score,client_sentiment,conversation_duration_sec,outcome,conversation_transcript,skill_tags,year,month,month_name,week,day_of_week,duration_minutes,duration_category,objection_difficulty,objection_text_len,response_len_chars,response_len_words,transcript_len_chars,has_empathy,has_data_args,has_followup_q,has_solution,is_vague,argumentation_richness,response_to_objection_ratio,info_density,nb_skill_tags,tag_argumentation_solide,tag_argumentation_correcte,tag_reponse_scientifique,tag_empathie_client,tag_informations_basiques,tag_reponse_vague,tag_manque_preparation,skill_level,quality_label,is_success,is_success_broad,sentiment_label,context_weighted_score,above_success_threshold
CONV00189,REP006,CLI0157,2025-09-04,PHYTOFANE Lotion anti chute,Demande Faible,"Honnêtement, peu de clients me demandent ce type de produit. Ça va rester en stock.",Nous pouvons vous fournir des supports marketing pour augmenter la demande.,Bon,6.9,6.7,5.8,6.5,Neutre,579,Intérêt Modéré,"Délégué: Bonjour, je viens vous présenter PHYTOFANE Lotion anti chute. C'est un excellent produit pour [indication].
Client: Honnêtement, peu de clients me demandent ce type de produit. Ça va rester en stock.
Délégué: Nous pouvons vous fournir des supports marketing pour augmenter la demande.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,9,September,36,Thursday,9.65,Standard (6-10 min),Standard,83,75,11,339,0,0,0,0,0,0,0.89,1.13,2,0,1,0,0,1,0,0,Confirmé,1,0,1,0,6.34,0
CONV00087,REP004,CLI0195,2025-09-05,"Echinacée, Zinc, Vit.C",Efficacité douteuse,J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?,Beaucoup de clients sont satisfaits du produit.,Faible,4.3,5.1,4.7,4.7,Positif,480,Pas intéressé,"Délégué: Bonjour, je viens vous présenter Echinacée, Zinc, Vit.C. C'est un excellent produit pour [indication].
Client: J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?
Délégué: Beaucoup de clients sont satisfaits du produit.
Client: Je vois... [suite de la conversation]","Réponse vague, Manque de préparation",2025,9,September,36,Friday,8.0,Standard (6-10 min),Standard,92,47,7,315,0,0,0,0,0,0,0.51,0.86,2,0,0,0,0,0,1,1,À améliorer,0,0,0,1,4.72,0
CONV00268,REP013,CLI0151,2025-09-05,OLIGOVIT Trio,Concurrence,Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.,Notre marque est connue et fiable.,Faible,5.0,3.2,4.1,4.1,Neutre,510,Refus,"Délégué: Bonjour, je viens vous présenter OLIGOVIT Trio. C'est un excellent produit pour [indication].
Client: Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.
Délégué: Notre marque est connue et fiable.
Client: Je vois... [suite de la conversation]","Réponse vague, Manque de préparation",2025,9,September,36,Friday,8.5,Standard (6-10 min),Standard,88,34,6,289,0,0,0,0,0,0,0.38,0.7,2,0,0,0,0,0,1,1,À améliorer,0,0,0,0,4.06,0
CONV00017,REP003,CLI0182,2025-09-06,LV Vitamine A,Stock suffisant,J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"Parfait, ça montre que vous avez bien géré votre stock. Puis-je noter votre intérêt pour une livraison dans 2-3 semaines ? En attendant, je peux vous laisser notre nouveau catalogue et des brochures pour vos clients. Avez-vous remarqué une augmentation de la demande récemment ?",Excellent,9.8,9.7,8.1,9.2,Positif,150,Commande,"Délégué: Bonjour, je viens vous présenter LV Vitamine A. C'est un excellent produit pour [indication].
Client: J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.
Délégué: Parfait, ça montre que vous avez bien géré votre stock. Puis-je noter votre intérêt pour une livraison dans 2-3 semaines ? En attendant, je peux vous laisser notre nouveau catalogue et des brochures pour vos clients. Avez-vous remarqué une augmentation de la demande récemment ?
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2025,9,September,36,Saturday,2.5,Très courte (<3 min),Difficile,74,278,45,519,0,0,1,0,0,1,3.71,17.31,3,1,0,1,1,0,0,0,Expert,2,1,1,1,9.0,1
CONV00375,REP013,CLI0116,2025-09-06,"Echinacée, Zinc, Vit.C",Demande Faible,"Honnêtement, peu de clients me demandent ce type de produit. Ça va rester en stock.",Nous pouvons vous fournir des supports marketing pour augmenter la demande.,Bon,6.0,7.3,6.1,6.5,Neutre,327,Demande info,"Délégué: Bonjour, je viens vous présenter Echinacée, Zinc, Vit.C. C'est un excellent produit pour [indication].
Client: Honnêtement, peu de clients me demandent ce type de produit. Ça va rester en stock.
Délégué: Nous pouvons vous fournir des supports marketing pour augmenter la demande.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,9,September,36,Saturday,5.45,Courte (3-6 min),Standard,83,75,11,334,0,0,0,0,0,0,0.89,1.98,2,0,1,0,0,1,0,0,Confirmé,1,0,1,0,6.44,0
CONV00258,REP002,CLI0102,2025-09-07,Vitonic Tonus,Effets Secondaires,J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?,"C'est un produit sûr, bien testé. Il n'y a pas d'effets secondaires majeurs.",Bon,7.5,6.9,5.2,6.5,Neutre,276,Intérêt Modéré,"Délégué: Bonjour, je viens vous présenter Vitonic Tonus. C'est un excellent produit pour [indication].
Client: J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?
Délégué: C'est un produit sûr, bien testé. Il n'y a pas d'effets secondaires majeurs.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,9,September,36,Sunday,4.6,Courte (3-6 min),Standard,78,76,13,321,0,0,0,0,0,0,0.96,2.77,2,0,1,0,0,1,0,0,Confirmé,1,0,1,0,6.28,0
CONV00256,REP002,CLI0026,2025-09-07,LV Vitamine A,Effets Secondaires,J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?,"Non, c'est sans danger.",Faible,3.0,5.8,2.5,3.8,Neutre,521,Objections non résolues,"Délégué: Bonjour, je viens vous présenter LV Vitamine A. C'est un excellent produit pour [indication].
Client: J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?
Délégué: Non, c'est sans danger.
Client: Je vois... [suite de la conversation]","Réponse vague, Manque de préparation",2025,9,September,36,Sunday,8.68,Standard (6-10 min),Standard,78,23,4,268,0,0,0,0,0,0,0.29,0.46,2,0,0,0,0,0,1,1,À améliorer,0,0,0,0,3.62,0
CONV00114,REP018,CLI0197,2025-09-08,"Echinacée, Zinc, Vit.C",Stock suffisant,J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.,"D'accord, je peux repasser le mois prochain. Gardez notre produit en tête.",Bon,7.1,7.2,6.3,6.9,Positif,434,Demande info,"Délégué: Bonjour, je viens vous présenter Echinacée, Zinc, Vit.C. C'est un excellent produit pour [indication].
Client: J'ai encore du stock du mois dernier. Je ne peux pas commander maintenant.
Délégué: D'accord, je peux repasser le mois prochain. Gardez notre produit en tête.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,9,September,37,Monday,7.23,Standard (6-10 min),Difficile,74,74,12,324,0,0,0,0,1,0,0.99,1.64,2,0,1,0,0,1,0,0,Confirmé,1,0,1,1,6.77,0
CONV00108,REP005,CLI0071,2025-09-08,LV Fersang junior,Concurrence,Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.,Notre produit a une meilleure formulation et plus d'actifs. La qualité est vraiment supérieure.,Bon,7.4,6.8,6.2,6.8,Négatif,444,À rappeler,"Délégué: Bonjour, je viens vous présenter LV Fersang junior. C'est un excellent produit pour [indication].
Client: Le laboratoire X propose un produit similaire moins cher et mes clients l'achètent déjà.
Délégué: Notre produit a une meilleure formulation et plus d'actifs. La qualité est vraiment supérieure.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,9,September,37,Monday,7.4,Standard (6-10 min),Standard,88,95,14,354,0,0,0,0,0,0,1.07,1.87,2,0,1,0,0,1,0,0,Confirmé,1,0,0,-1,6.68,0
CONV00360,REP007,CLI0054,2025-09-08,PHYTOFANE Lotion anti chute,Effets Secondaires,J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?,"PHYTOFANE Lotion anti chute est un complément alimentaire avec un excellent profil de sécurité. Les études cliniques n'ont montré aucun effet indésirable significatif. Les seules précautions sont les contre-indications classiques pour les femmes enceintes et les allergies aux composants, clairement indiquées sur la notice. Plus de 50 000 patients ont utilisé ce produit sans incident.",Excellent,8.7,9.3,10.0,9.3,Neutre,485,Rendez-vous futur,"Délégué: Bonjour, je viens vous présenter PHYTOFANE Lotion anti chute. C'est un excellent produit pour [indication].
Client: J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?
Délégué: PHYTOFANE Lotion anti chute est un complément alimentaire avec un excellent profil de sécurité. Les études cliniques n'ont montré aucun effet indésirable significatif. Les seules précautions sont les contre-indications classiques pour les femmes enceintes et les allergies aux composants, clairement indiquées sur la notice. Plus de 50 000 patients ont utilisé ce produit sans incident.
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2025,9,September,37,Monday,8.08,Standard (6-10 min),Standard,78,386,55,645,0,1,0,0,0,1,4.89,6.72,3,1,0,1,1,0,0,0,Expert,2,1,1,0,9.46,1
CONV00117,REP006,CLI0194,2025-09-09,Vitonic Tonus,Prix élevé,Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.,"C'est vrai que le prix est un peu plus élevé, mais la qualité est supérieure. Nos clients fidèles apprécient l'efficacité du produit.",Bon,6.5,7.3,6.0,6.6,Positif,145,À rappeler,"Délégué: Bonjour, je viens vous présenter Vitonic Tonus. C'est un excellent produit pour [indication].
Client: Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.
Délégué: C'est vrai que le prix est un peu plus élevé, mais la qualité est supérieure. Nos clients fidèles apprécient l'efficacité du produit.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,9,September,37,Tuesday,2.42,Très courte (<3 min),Standard,84,133,22,384,0,0,0,0,0,0,1.56,8.73,2,0,1,0,0,1,0,0,Confirmé,1,0,0,1,6.52,0
CONV00098,REP016,CLI0007,2025-09-09,PHYTOFANE Lotion anti chute,Efficacité douteuse,J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?,Beaucoup de clients sont satisfaits du produit.,Faible,4.0,4.8,3.9,4.2,Positif,572,Refus,"Délégué: Bonjour, je viens vous présenter PHYTOFANE Lotion anti chute. C'est un excellent produit pour [indication].
Client: J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?
Délégué: Beaucoup de clients sont satisfaits du produit.
Client: Je vois... [suite de la conversation]","Réponse vague, Manque de préparation",2025,9,September,37,Tuesday,9.53,Standard (6-10 min),Standard,92,47,7,320,0,0,0,0,0,0,0.51,0.73,2,0,0,0,0,0,1,1,À améliorer,0,0,0,1,4.2,0
CONV00093,REP021,CLI0049,2025-09-09,PHYTOFANE Lotion anti chute,Effets Secondaires,J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?,"C'est un produit sûr, bien testé. Il n'y a pas d'effets secondaires majeurs.",Bon,7.4,7.3,6.7,7.1,Neutre,248,Demande info,"Délégué: Bonjour, je viens vous présenter PHYTOFANE Lotion anti chute. C'est un excellent produit pour [indication].
Client: J'ai entendu que ce produit peut causer des effets indésirables. Est-ce vrai ?
Délégué: C'est un produit sûr, bien testé. Il n'y a pas d'effets secondaires majeurs.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,9,September,37,Tuesday,4.13,Courte (3-6 min),Standard,78,76,13,335,0,0,0,0,0,0,0.96,3.07,2,0,1,0,0,1,0,0,Confirmé,1,0,1,0,7.06,0
CONV00067,REP020,CLI0153,2025-09-09,"Echinacée, Zinc, Vit.C",Efficacité douteuse,J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?,"Oui, nous avons des études qui montrent que ça fonctionne. Le produit est bien testé et approuvé.",Bon,6.8,7.8,5.6,6.7,Positif,235,Demande info,"Délégué: Bonjour, je viens vous présenter Echinacée, Zinc, Vit.C. C'est un excellent produit pour [indication].
Client: J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?
Délégué: Oui, nous avons des études qui montrent que ça fonctionne. Le produit est bien testé et approuvé.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,9,September,37,Tuesday,3.92,Courte (3-6 min),Standard,92,97,17,365,0,1,0,0,0,1,1.04,4.23,2,0,1,0,0,1,0,0,Confirmé,1,0,1,1,6.56,0
CONV00229,REP011,CLI0216,2025-09-09,"Echinacée, Zinc, Vit.C",Prix élevé,Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.,"Oui, c'est un peu cher, mais c'est un bon produit.",Faible,4.0,4.0,4.4,4.1,Neutre,314,Refus,"Délégué: Bonjour, je viens vous présenter Echinacée, Zinc, Vit.C. C'est un excellent produit pour [indication].
Client: Le prix est vraiment élevé par rapport aux autres marques. Mes clients vont hésiter.
Délégué: Oui, c'est un peu cher, mais c'est un bon produit.
Client: Je vois... [suite de la conversation]","Réponse vague, Manque de préparation",2025,9,September,37,Tuesday,5.23,Courte (3-6 min),Standard,84,50,10,310,0,0,0,0,0,0,0.59,1.88,2,0,0,0,0,0,1,1,À améliorer,0,0,0,0,4.18,0
CONV00288,REP002,CLI0158,2025-09-09,Vitonic Tonus,Marque inconnue,Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.,Je comprends cette réticence. Vital Laboratories existe depuis 15 ans et est leader sur plusieurs segments en Tunisie avec plus de 200 références. Nous sommes certifiés ISO 9001 et nos produits sont fabriqués selon les normes européennes. Nous avons une excellente réputation auprès des médecins. Puis-je vous montrer nos certifications et nos autres produits que vous connaissez peut-être ?,Excellent,8.6,8.8,9.1,8.8,Neutre,435,Commande,"Délégué: Bonjour, je viens vous présenter Vitonic Tonus. C'est un excellent produit pour [indication].
Client: Je ne connais pas bien votre laboratoire. Mes clients préfèrent les marques établies.
Délégué: Je comprends cette réticence. Vital Laboratories existe depuis 15 ans et est leader sur plusieurs segments en Tunisie avec plus de 200 références. Nous sommes certifiés ISO 9001 et nos produits sont fabriqués selon les normes européennes. Nous avons une excellente réputation auprès des médecins. Puis-je vous montrer nos certifications et nos autres produits que vous connaissez peut-être ?
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2025,9,September,37,Tuesday,7.25,Standard (6-10 min),Difficile,85,391,59,643,1,0,1,0,1,2,4.55,8.03,3,1,0,1,1,0,0,0,Expert,2,1,1,0,8.88,1
CONV00168,REP010,CLI0099,2025-09-10,LV Vitamine A,Efficacité douteuse,J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?,Excellente question ! LV Vitamine A a fait l'objet de plusieurs études cliniques. Je peux vous montrer les résultats publiés qui démontrent une amélioration de 75% des symptômes après 4 semaines. Nous avons également des témoignages de médecins prescripteurs. Puis-je vous laisser cette documentation scientifique ?,Excellent,9.7,8.3,8.7,8.9,Négatif,334,Rendez-vous futur,"Délégué: Bonjour, je viens vous présenter LV Vitamine A. C'est un excellent produit pour [indication].
Client: J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?
Délégué: Excellente question ! LV Vitamine A a fait l'objet de plusieurs études cliniques. Je peux vous montrer les résultats publiés qui démontrent une amélioration de 75% des symptômes après 4 semaines. Nous avons également des témoignages de médecins prescripteurs. Puis-je vous laisser cette documentation scientifique ?
Client: Je vois... [suite de la conversation]","Argumentation solide, Réponse scientifique, Empathie client",2025,9,September,37,Wednesday,5.57,Courte (3-6 min),Standard,92,315,46,574,0,1,1,0,0,2,3.39,8.11,3,1,0,1,1,0,0,0,Expert,2,1,1,-1,8.83,1
CONV00303,REP011,CLI0153,2025-09-10,LV Fersang junior,Efficacité douteuse,J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?,"Oui, nous avons des études qui montrent que ça fonctionne. Le produit est bien testé et approuvé.",Bon,6.1,7.9,5.3,6.4,Neutre,577,À rappeler,"Délégué: Bonjour, je viens vous présenter LV Fersang junior. C'est un excellent produit pour [indication].
Client: J'ai des doutes sur l'efficacité réelle de ce produit. Avez-vous des preuves scientifiques ?
Délégué: Oui, nous avons des études qui montrent que ça fonctionne. Le produit est bien testé et approuvé.
Client: Je vois... [suite de la conversation]","Argumentation correcte, Informations basiques",2025,9,September,37,Wednesday,9.62,Standard (6-10 min),Standard,92,97,17,360,0,1,0,0,0,1,1.04,1.75,2,0,1,0,0,1,0,0,Confirmé,1,0,0,0,6.28,0
